Year,CBSA,CO 2nd Max 1-hr,CO 2nd Max 8-hr,NO2 98th Percentile 1-hr,NO2 Mean 1-hr,Ozone 2nd Max 1-hr,Ozone 4th Max 8-hr,SO2 99th Percentile 1-hr,SO2 2nd Max 24-hr,SO2 Mean 1-hr,PM2.5 98th Percentile 24-hr,PM2.5 Weighted Mean 24-hr,PM10 2nd Max 24-hr,PM10 Mean 24-hr,Lead Max 3-Mo Avg
2017,"McAlester, OK",.,.,.,.,0.07,0.061,.,.,.,16,7.9,.,.,.
2017,"McAllen-Edinburg-Mission, TX",.,.,.,.,0.06,0.055,.,.,.,26,10.1,49,25,.
2017,"Medford, OR",.,.,.,.,0.1,0.078,.,.,.,111,15.3,136,23,.
2017,"Memphis, TN-MS-AR",1.1,0.7,37,10,0.08,0.068,7,2,0,16,8.5,.,.,.
2017,"Merced, CA",.,.,35,7,0.09,0.078,.,.,.,45,13.3,94,35,.
2017,"Meridian, MS",.,.,.,.,0.06,0.055,.,.,.,.,.,.,.,.
2017,"Miami, OK",.,.,.,.,0.07,0.06,.,.,.,.,.,57,18,0.02
2017,"Miami-Fort Lauderdale-West Palm Beach, FL",2.5,1.6,44,15,0.09,0.067,1,0,0,24,9.8,53,23,.
2017,"Michigan City-La Porte, IN",.,.,.,.,0.09,0.077,.,.,.,20,7.4,.,.,.
2017,"Middlesborough, KY",.,.,.,.,0.07,0.06,.,.,.,16,7.6,.,.,.
2017,"Milwaukee-Waukesha-West Allis, WI",0.7,0.5,44,14,0.09,0.073,5,1,0,24,8.6,57,14,.
2017,"Minneapolis-St. Paul-Bloomington, MN-WI",4.5,4.4,44,13,0.08,0.063,18,6,1,20,8.7,150,41,0.11
2017,"Minot, ND",.,.,.,2,0.06,0.056,.,.,.,.,.,.,.,.
2017,"Missoula, MT",.,.,.,.,0.07,0.059,.,.,.,73,13.2,201,22,.
2017,"Mobile, AL",.,.,.,.,0.08,0.065,.,.,.,17,8,.,.,.
2017,"Modesto, CA",2,1.6,46,10,0.11,0.084,.,.,.,51,12.9,112,36,.
2017,"Monroe, LA",.,.,.,.,0.07,0.061,.,.,.,17,7.8,.,.,.
2017,"Monroe, MI",.,.,.,.,.,.,8,3,1,21,7.7,.,.,.
2017,"Montgomery, AL",.,.,.,.,0.06,0.057,.,.,.,20,9,34,15,.
2017,"Montrose, CO",.,.,.,.,0.06,0.058,.,.,.,.,.,.,.,.
2017,"Morehead City, NC",.,.,.,.,0.06,0.057,.,.,.,.,.,.,.,.
2017,"Morgantown, WV",.,.,.,.,0.07,0.061,.,.,.,18,7.3,.,.,.
2017,"Morristown, TN",.,.,.,.,0.08,0.065,.,.,.,.,.,.,.,.
2017,"Mount Pleasant, TX",.,.,.,.,.,.,33,7,1,.,.,.,.,.
2017,"Mount Vernon, IL",.,.,.,.,0.07,0.064,.,.,.,16,8.7,.,.,.
2017,"Mount Vernon, OH",.,.,.,.,0.07,0.063,.,.,.,.,.,.,.,.
2017,"Mount Vernon-Anacortes, WA",.,.,.,5,0.05,0.041,3,2,0,14,5.7,.,.,.
2017,"Muncie, IN",.,.,.,.,0.07,0.063,.,.,.,16,7.7,.,.,0.04
2017,"Muscatine, IA",.,.,.,.,.,.,35,17,1,19,8.1,43,19,.
2017,"Muskegon, MI",.,.,.,.,0.09,0.074,.,.,.,.,.,.,.,.
2017,"Muskogee, OK",.,.,.,.,.,.,52,14,1,.,.,.,.,.
2017,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",.,.,.,.,0.06,0.056,83,18,2,.,.,.,.,.
2017,"Napa, CA",4.8,3.4,35,7,0.09,0.065,.,.,.,54,13.7,.,.,.
2017,"Naples-Immokalee-Marco Island, FL",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2017,"Nashville-Davidson--Murfreesboro--Franklin, TN",1.9,1.5,51,14,0.09,0.064,5,7,0,19,9.7,34,15,.
2017,"New Castle, IN",.,.,.,.,.,.,.,.,.,15,7.2,.,.,.
2017,"New Castle, PA",.,.,.,.,0.07,0.062,7,2,0,.,.,.,.,0.03
2017,"New Haven-Milford, CT",1.4,0.9,.,13,0.11,0.086,2,1,0,18,6.7,30,12,.
2017,"New Orleans-Metairie, LA",1.7,1.2,45,10,0.09,0.066,53,17,3,23,8.2,81,18,0.13
2017,"New York-Newark-Jersey City, NY-NJ-PA",2.3,1.6,67,20,0.11,0.079,7,4,1,23,10.3,32,16,0.01
2017,"Niles-Benton Harbor, MI",.,.,.,.,0.08,0.069,.,.,.,26,8,.,.,.
2017,"Nogales, AZ",.,.,.,.,.,.,.,.,.,30,8.9,153,36,.
2017,"North Port-Sarasota-Bradenton, FL",.,.,14,2,0.09,0.067,8,3,1,15,7,48,18,.
2017,"Norwich-New London, CT",.,.,.,.,0.1,0.078,.,.,.,14,5.2,.,.,.
2017,"Ocala, FL",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2017,"Ogden-Clearfield, UT",2.7,1.7,.,18,0.1,0.078,.,.,.,39,9,107,23,.
2017,"Ogdensburg-Massena, NY",.,.,.,.,.,.,91,54,5,.,.,.,.,.
2017,"Oklahoma City, OK",1.8,1.3,43,16,0.09,0.071,2,1,0,16,7.8,37,19,.
2017,"Olympia-Tumwater, WA",.,.,.,.,0.09,0.067,.,.,.,.,.,.,.,.
2017,"Omaha-Council Bluffs, NE-IA",2,1.5,.,.,0.08,0.064,55,20,1,21,9.7,113,28,0.05
2017,"Orlando-Kissimmee-Sanford, FL",2.8,1.4,30,4,0.09,0.068,5,1,0,18,7.8,59,13,.
2017,"Ottawa-Peru, IL",.,.,.,.,.,.,13,5,1,.,.,.,.,.
2017,"Owensboro, KY",.,.,.,4,0.07,0.065,17,5,1,17,8.1,.,.,.
2017,"Oxford, NC",.,.,.,.,0.08,0.065,.,.,.,.,.,.,.,.
2017,"Oxnard-Thousand Oaks-Ventura, CA",.,.,37,8,0.1,0.081,.,.,.,101,13.7,133,29,.
2017,"Paducah, KY-IL",.,.,31,5,0.07,0.063,12,3,1,.,.,27,15,.
2017,"Pahrump, NV",.,.,.,.,.,.,.,.,.,.,.,231,22,.
2017,"Palatka, FL",.,.,.,.,.,.,20,9,1,.,.,58,18,.
2017,"Palm Bay-Melbourne-Titusville, FL",.,.,.,.,0.07,0.061,.,.,.,.,.,49,14,.
2017,"Panama City, FL",.,.,.,.,0.07,0.059,.,.,.,.,.,.,.,.
2017,"Parkersburg-Vienna, WV",.,.,.,.,0.07,0.058,19,6,1,18,8.1,.,.,.
2017,"Payson, AZ",.,.,.,.,0.09,0.076,280,44,9,.,.,122,31,0.28
2017,"Pensacola-Ferry Pass-Brent, FL",.,.,.,.,0.08,0.066,8,2,1,16,7.8,.,.,.
2017,"Peoria, IL",.,.,.,.,0.08,0.066,19,4,1,.,.,.,.,.
2017,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",4.1,2.6,46,12,0.1,0.079,10,4,1,24,11.4,46,22,0.01
2017,"Phoenix-Mesa-Scottsdale, AZ",4.6,2.9,67,31,0.1,0.079,10,4,1,36,15.6,416,87,0.05
2017,"Pierre, SD",.,.,.,.,.,.,.,.,.,12,3.5,.,.,.
2017,"Pittsburgh, PA",6,3.7,37,10,0.08,0.072,116,29,4,80,14.8,93,24,0.01
2017,"Pittsfield, MA",.,.,.,.,.,.,.,.,.,19,8.1,.,.,.
2017,"Platteville, WI",.,.,.,.,.,.,.,.,.,18,6.8,.,.,.
2017,"Pocatello, ID",.,.,.,.,.,.,37,15,4,31,8.6,120,21,.
2017,"Point Pleasant, WV-OH",.,.,.,.,.,.,38,8,2,.,.,.,.,.
2017,"Ponca City, OK",.,.,.,.,0.07,0.064,29,13,1,17,7.8,.,.,.
2017,"Ponce, PR",.,2,.,.,.,.,.,.,.,.,.,.,.,.
2017,"Port Angeles, WA",0.6,0.4,.,.,0.07,0.056,.,.,.,.,.,.,.,.
2017,"Portland-South Portland, ME",1.9,1,49,8,0.09,0.064,7,5,2,16,6.9,53,19,.
2017,"Portland-Vancouver-Hillsboro, OR-WA",1.6,1.1,40,12,0.1,0.083,3,2,0,36,8.2,62,15,.
2017,"Port St. Lucie, FL",.,.,.,.,0.08,0.063,.,.,.,.,.,.,.,.
2017,"Portsmouth, OH",.,.,.,.,.,.,13,3,1,.,.,25,11,.
2017,"Prescott, AZ",.,.,.,.,0.08,0.072,.,.,.,.,.,.,.,.
2017,"Price, UT",.,.,.,3,0.07,0.066,.,.,.,.,.,.,.,.
2017,"Prineville, OR",.,.,.,.,.,.,.,.,.,58,11.5,.,.,.
2017,"Providence-Warwick, RI-MA",2.6,1.6,50,18,0.1,0.076,11,5,1,18,8.3,30,15,.
2017,"Provo-Orem, UT",2.1,1.6,.,15,0.09,0.073,.,.,.,61,8.4,88,23,.
2017,"Pueblo, CO",.,.,.,.,.,.,.,.,.,16,5.6,60,19,.
2017,"Quincy, IL-MO",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2017,"Racine, WI",.,.,.,.,0.09,0.08,.,.,.,.,.,.,.,.
2017,"Raleigh, NC",1.5,1.2,35,9,0.08,0.066,2,1,0,18,9.2,31,14,.
2017,"Rapid City, SD",.,.,40,6,0.08,0.065,5,3,1,24,7.6,99,29,.
2017,"Reading, PA",.,.,.,.,0.09,0.07,7,4,1,24,8.4,.,.,0.05
2017,"Red Bluff, CA",.,.,.,.,0.09,0.073,.,.,.,23,7.2,71,20,.
2017,"Redding, CA",.,.,.,.,0.09,0.075,.,.,.,32,7.8,62,21,.
2017,"Red Wing, MN",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2017,"Reno, NV",2.7,2.2,52,13,0.08,0.069,5,3,0,24,8,101,23,.
2017,"Richmond, VA",1.5,1.1,43,12,0.08,0.067,18,4,0,17,8.2,25,13,.
2017,"Richmond-Berea, KY",.,.,.,.,.,.,.,.,.,15,7.5,.,.,0.05
2017,"Riverside-San Bernardino-Ontario, CA",4.1,1.8,77,32,0.15,0.114,28,5,1,40,14.6,251,57,0.01
2017,"Riverton, WY",.,.,4,0,0.07,0.063,65,17,2,27,7.5,52,14,.
2017,"Roanoke, VA",1,0.7,32,5,0.07,0.058,40,8,1,14,7,.,.,0.02
2017,"Rochester, MN",.,.,.,.,0.07,0.062,.,.,.,18,7.1,.,.,.
2017,"Rochester, NY",1,0.8,36,9,0.08,0.067,20,4,0,15,6.7,28,11,.
2017,"Rockford, IL",.,.,.,.,0.07,0.064,.,.,.,17,8.1,.,.,.
2017,"Rockland, ME",.,.,.,.,0.09,0.062,.,.,.,.,.,.,.,.
2017,"Rock Springs, WY",.,.,33,3,0.08,0.067,29,7,2,23,5.8,259,23,.
2017,"Rocky Mount, NC",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2017,"Rome, GA",.,.,.,.,.,.,22,6,1,.,.,.,.,.
2017,"Rutland, VT",1.5,0.7,34,6,0.07,0.063,2,1,0,19,7,27,13,.
2017,"Sacramento--Roseville--Arden-Arcade, CA",1.8,1.6,50,10,0.11,0.08,.,.,.,41,10.8,87,23,.
2017,"St. Cloud, MN",.,.,.,.,0.07,0.06,.,.,.,15,5.8,.,.,.
2017,"St. George, UT",.,.,.,3,0.07,0.067,.,.,.,.,.,.,.,.
2017,"St. Joseph, MO-KS",.,.,.,.,0.07,0.064,.,.,.,19,8.6,80,31,.
2017,"St. Louis, MO-IL",2,1.4,47,11,0.1,0.074,30,5,2,21,9.4,125,27,0.23
2017,"St. Marys, PA",.,.,.,.,0.07,0.064,.,.,.,.,.,.,.,.
2017,"Salem, OH",.,.,.,.,.,.,9,3,1,.,.,27,14,0.02
2017,"Salem, OR",.,.,.,.,0.1,0.078,.,.,.,.,.,.,.,.
2017,"Salina, KS",.,.,.,.,.,.,.,.,.,.,.,.,.,0.15
2017,"Salinas, CA",1.6,0.8,27,4,0.07,0.057,.,.,.,29,7.9,95,29,.
2017,"Salisbury, MD-DE",.,.,.,.,0.07,0.063,1,0,0,17,7.4,.,.,.
2017,"Salt Lake City, UT",4.7,1.5,43,13,0.1,0.081,.,.,.,41,9.3,87,20,.
2017,"San Antonio-New Braunfels, TX",1.7,1.1,40,8,0.09,0.073,29,4,2,25,8.9,73,21,.
2017,"San Diego-Carlsbad, CA",1.9,1.4,52,16,0.11,0.09,1,0,0,19,9.6,67,27,0.02
2017,"Sandpoint, ID",.,.,.,.,.,.,.,.,.,.,.,192,17,.
2017,"Sanford, NC",.,.,7,1,0.07,0.059,1,1,0,.,.,.,.,.
2017,"San Francisco-Oakland-Hayward, CA",3.1,2.1,59,17,0.13,0.079,16,5,2,43,12.8,59,21,.
2017,"San Jose-Sunnyvale-Santa Clara, CA",2.5,1.8,52,17,0.11,0.075,.,1,.,41,10.8,74,21,0.07
2017,"San Juan-Carolina-Caguas, PR",12.7,2.5,.,.,.,.,.,.,.,.,.,.,.,.
2017,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",.,.,32,4,0.08,0.071,0,0,0,26,9.6,138,39,.
2017,"Santa Cruz-Watsonville, CA",.,.,.,.,0.08,0.06,.,.,.,21,7.1,.,.,.
2017,"Santa Fe, NM",.,.,.,.,0.08,0.065,.,.,.,.,.,.,.,.
2017,"Santa Maria-Santa Barbara, CA",2.2,1.6,27,6,0.08,0.068,3,1,0,40,9.4,208,30,.
2017,"Santa Rosa, CA",1.8,1.1,29,5,0.08,0.062,.,.,.,26,8.1,152,16,.
2017,"Sault Ste. Marie, MI",.,.,.,.,0.06,0.051,.,.,.,.,.,.,.,.
2017,"Savannah, GA",.,.,.,.,0.07,0.057,53,12,1,.,.,.,.,.
2017,"Sayre, PA",.,.,18,4,0.06,0.055,.,.,.,17,6.5,.,.,.
2017,"Scottsbluff, NE",.,.,.,.,.,.,.,.,.,24,7.6,.,.,.
2017,"Scranton--Wilkes-Barre--Hazleton, PA",0.8,0.7,43,9,0.07,0.062,3,1,0,17,8.6,27,11,0.01
2017,"Seattle-Tacoma-Bellevue, WA",2.6,1.7,44,20,0.12,0.094,.,.,.,44,9.7,.,.,.
2017,"Sebastian-Vero Beach, FL",.,.,.,.,0.08,0.063,.,.,.,.,.,.,.,.
2017,"Sebring, FL",.,.,.,.,0.07,0.061,.,.,.,.,.,.,.,.
2017,"Seneca, SC",.,.,.,.,0.07,0.062,1,1,0,.,.,.,.,.
2017,"Seneca Falls, NY",.,.,.,.,.,.,3,1,0,.,.,.,.,.
2017,"Sevierville, TN",.,.,.,.,0.08,0.065,.,.,.,.,.,.,.,.
2017,"Seymour, IN",.,.,.,.,0.07,0.063,.,.,.,.,.,.,.,.
2017,"Sheboygan, WI",.,.,.,.,0.09,0.075,.,.,.,.,.,.,.,0.02
2017,"Sheridan, WY",.,.,.,.,0.07,0.067,.,.,.,40,6.4,82,18,.
2017,"Show Low, AZ",.,.,.,.,0.07,0.065,.,.,.,.,.,49,19,.
2017,"Shreveport-Bossier City, LA",.,.,.,.,0.08,0.067,7,4,1,19,10.7,53,15,.
2017,"Sierra Vista-Douglas, AZ",.,.,.,.,0.08,0.067,.,.,.,.,.,148,30,.
2017,"Sioux City, IA-NE-SD",.,.,15,2,0.07,0.066,4,1,0,19,7.6,48,15,.
2017,"Sioux Falls, SD",1.2,0.7,30,4,0.07,0.066,5,1,1,17,7.4,54,17,.
2017,"Somerset, KY",.,.,.,.,0.07,0.059,.,.,.,17,7.5,.,.,.
2017,"Somerset, PA",.,.,.,.,0.08,0.066,.,.,.,.,.,.,.,.
2017,"Sonora, CA",.,.,.,.,0.09,0.077,.,.,.,.,.,.,.,.
2017,"South Bend-Mishawaka, IN-MI",.,.,36,8,0.08,0.072,.,.,.,22,8.2,.,.,.
2017,"Spartanburg, SC",.,.,.,.,0.08,0.064,.,.,.,.,.,.,.,.
2017,"Spokane-Spokane Valley, WA",.,.,.,.,0.08,0.068,.,.,.,48,10.9,224,22,.
2017,"Springfield, IL",.,.,.,.,0.08,0.069,.,.,.,.,.,.,.,.
2017,"Springfield, MA",1.3,1,44,12,0.1,0.072,4,3,1,17,6.9,18,6,.
2017,"Springfield, MO",.,.,.,.,0.07,0.063,.,.,.,16,7.4,.,.,.
2017,"Springfield, OH",.,.,.,.,0.08,0.068,4,2,0,20,8.2,.,.,.
2017,"State College, PA",.,.,27,4,0.07,0.063,.,.,.,22,8.5,.,.,.
2017,"Steamboat Springs, CO",.,.,.,.,.,.,.,.,.,.,.,76,19,.
2017,"Stockton-Lodi, CA",2.2,1.9,52,11,0.09,0.075,.,.,.,47,12.2,159,29,.
2017,"Summerville, GA",.,.,.,.,0.06,0.057,.,.,.,.,.,.,.,.
2017,"Syracuse, NY",.,.,.,.,0.07,0.064,2,1,0,13,5.5,.,.,.
2017,"Tahlequah, OK",.,.,.,.,0.07,0.059,.,.,.,.,.,.,.,.
2017,"Talladega-Sylacauga, AL",.,.,.,.,.,.,.,.,.,19,8.7,.,.,.
2017,"Tallahassee, FL",0.4,0.4,.,.,0.08,0.063,.,.,.,19,8,.,.,.
2017,"Tampa-St. Petersburg-Clearwater, FL",3.2,1.9,29,10,0.09,0.068,15,4,1,22,8,51,20,0.13
2017,"Terre Haute, IN",.,.,.,.,0.08,0.068,3,2,1,24,9.3,35,15,.
2017,"Texarkana, TX-AR",.,.,.,.,.,.,.,.,.,18,9,.,.,.
2017,"The Dalles, OR",.,.,.,.,0.08,0.068,.,.,.,.,.,.,.,.
2017,"Toledo, OH",.,.,.,.,0.08,0.069,14,3,0,20,8.3,.,.,0.11
2017,"Topeka, KS",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2017,"Torrington, CT",3.5,0.6,.,.,0.08,0.067,2,1,0,12,4.3,22,7,.
2017,"Traverse City, MI",.,.,.,.,0.08,0.065,.,.,.,.,.,.,.,.
2017,"Trenton, NJ",.,.,.,.,0.09,0.071,.,.,.,18,8.1,.,.,.
2017,"Troy, AL",.,.,.,.,.,.,.,.,.,.,.,.,.,0.09
2017,"Truckee-Grass Valley, CA",.,.,.,.,0.11,0.09,.,.,.,32,5.8,.,.,.
2017,"Tucson, AZ",1.8,1.2,37,8,0.08,0.073,2,1,0,17,6.7,156,49,.
2017,"Tulsa, OK",1.4,1,37,7,0.08,0.065,14,6,1,25,10.2,32,17,0.01
2017,"Tupelo, MS",.,.,.,.,0.06,0.055,.,.,.,.,.,.,.,.
2017,"Tuscaloosa, AL",.,.,.,.,0.07,0.058,.,.,.,.,.,.,.,.
2017,"Tyler, TX",.,.,15,2,0.07,0.063,.,.,.,.,.,.,.,.
2017,"Ukiah, CA",.,.,.,.,0.07,0.057,.,.,.,34,9.4,78,13,.
2017,"Urban Honolulu, HI",1.7,1,33,4,0.06,0.049,55,11,1,14,4.4,38,15,0
2017,"Utica-Rome, NY",.,.,.,.,0.07,0.057,.,.,.,.,.,.,.,.
2017,"Valdosta, GA",.,.,.,.,.,.,.,.,.,21,8.2,.,.,.
2017,"Vallejo-Fairfield, CA",2.6,1.9,42,8,0.09,0.067,4,2,1,42,11.6,51,17,.
2017,"Vernal, UT",.,.,20,5,0.12,0.103,.,.,.,21,5.7,.,.,.
2017,"Victoria, TX",.,.,.,.,0.07,0.063,.,.,.,.,.,.,.,.
2017,"Vincennes, IN",.,.,.,.,0.07,0.066,.,.,.,.,.,.,.,.
2017,"Vineland-Bridgeton, NJ",.,.,33,6,0.07,0.063,.,.,.,.,.,.,.,.
2017,"Vineyard Haven, MA",.,.,.,.,0.11,0.076,.,.,.,.,.,.,.,.
2017,"Virginia Beach-Norfolk-Newport News, VA-NC",1.7,0.9,40,7,0.08,0.064,3,2,0,13,6.9,20,12,.
2017,"Visalia-Porterville, CA",.,.,56,11,0.11,0.089,.,.,.,75,16.3,140,46,.
2017,"Wabash, IN",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2017,"Waco, TX",.,0.4,.,.,.,.,.,.,.,.,.,.,.,.
2017,"Walterboro, SC",.,.,.,.,0.06,0.056,.,.,.,.,.,.,.,.
2017,"Warner Robins, GA",.,.,.,.,.,.,.,.,.,16,8.3,.,.,.
2017,"Warren, PA",.,.,.,.,.,.,43,9,1,.,.,.,.,.
2017,"Washington, IN",.,.,.,.,.,.,16,10,3,.,.,.,.,.
2017,"Washington, NC",.,.,.,.,.,.,19,2,0,.,.,.,.,.
2017,"Washington-Arlington-Alexandria, DC-VA-MD-WV",2.7,2.3,58,15,0.09,0.072,4,3,1,21,10.2,44,16,.
2017,"Washington Court House, OH",.,.,.,.,0.07,0.066,.,.,.,.,.,.,.,.
2017,"Waterloo-Cedar Falls, IA",.,.,.,.,0.07,0.059,.,.,.,19,7.5,.,.,.
2017,"Watertown, SD",.,.,.,.,.,.,.,.,.,17,7.5,82,22,.
2017,"Watertown-Fort Atkinson, WI",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2017,"Watertown-Fort Drum, NY",.,.,.,.,0.09,0.066,.,.,.,.,.,.,.,.
2017,"Wausau, WI",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2017,"Weirton-Steubenville, WV-OH",.,.,.,.,0.07,0.062,34,14,3,22,9.2,39,18,.
2017,"Wenatchee, WA",.,.,.,.,.,.,1,1,0,.,.,.,.,.
2017,"Wheeling, WV-OH",0.7,0.5,28,7,0.08,0.065,7,3,2,21,9.3,43,18,.
2017,"Whitewater-Elkhorn, WI",.,.,.,.,0.08,0.065,.,.,.,.,.,.,.,.
2017,"Wichita, KS",.,.,.,7,0.08,0.065,5,5,1,18,7.7,129,35,.
2017,"Williamsport, PA",.,.,.,.,0.07,0.062,.,.,.,.,.,27,11,.
2017,"Williston, ND",.,.,.,.,0.07,0.061,67,17,1,18,5,82,16,.
2017,"Wilmington, NC",.,.,.,.,0.07,0.057,2,1,0,14,6.2,.,.,.
2017,"Wilmington, OH",.,.,.,.,0.08,0.07,.,.,.,.,.,.,.,.
2017,"Winchester, VA-WV",.,.,.,.,0.07,0.061,.,.,.,17,7.6,20,11,.
2017,"Winston-Salem, NC",.,.,38,7,0.08,0.066,4,1,0,18,8.2,23,11,.
2017,"Worcester, MA-CT",1.1,0.8,49,11,0.1,0.075,4,2,1,15,5.9,.,.,.
2017,"Yakima, WA",.,.,.,.,.,.,.,.,.,55,13.5,.,.,.
2017,"York-Hanover, PA",1,0.7,42,8,0.07,0.065,10,2,1,22,9,.,.,.
2017,"Youngstown-Warren-Boardman, OH-PA",.,.,.,.,0.08,0.068,4,2,0,23,11.8,32,17,.
2017,"Yuba City, CA",0.6,0.5,42,7,0.08,0.067,.,.,.,32,9.3,99,21,.
2017,"Yuma, AZ",.,.,.,.,0.09,0.074,.,.,.,20,8.5,302,42,.
2016,"Aberdeen, SD",.,.,.,.,.,.,.,.,.,14,6,65,20,.
2016,"Adrian, MI",.,.,.,.,0.08,0.069,.,.,.,15,7.5,.,.,.
2016,"Akron, OH",1.4,1.1,.,.,0.09,0.061,10,3,0,22,10.2,.,.,.
2016,"Albany, GA",.,.,.,.,.,.,.,.,.,28,8.7,.,.,.
2016,"Albany-Schenectady-Troy, NY",1.4,0.8,.,.,0.09,0.068,4,2,0,18,6.3,.,.,.
2016,"Albuquerque, NM",2.2,1.9,44,10,0.08,0.067,6,2,1,19,7.6,205,35,0
2016,"Allentown-Bethlehem-Easton, PA-NJ",.,.,48,11,0.09,0.075,19,5,1,25,10.5,31,12,0.11
2016,"Altoona, PA",.,.,.,.,0.08,0.062,13,6,0,22,8.2,.,.,.
2016,"Amarillo, TX",.,.,.,.,0.07,0.064,17,2,0,.,.,.,.,0
2016,"Americus, GA",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2016,"Ames, IA",.,.,.,.,0.07,0.06,.,.,.,.,.,.,.,.
2016,"Anchorage, AK",4,3,.,.,0.05,0.044,.,.,.,29,6.5,115,28,.
2016,"Ann Arbor, MI",.,.,.,.,0.08,0.074,.,.,.,18,8.1,.,.,.
2016,"Appleton, WI",.,.,.,.,0.08,0.066,.,.,.,21,6.7,.,.,.
2016,"Ardmore, OK",.,.,.,.,0.09,0.069,.,.,.,.,.,.,.,.
2016,"Arecibo, PR",.,.,.,.,.,.,.,.,.,.,.,.,.,0.07
2016,"Arkadelphia, AR",.,.,.,.,0.07,0.055,.,.,.,.,.,.,.,.
2016,"Asheville, NC",.,.,.,.,0.09,0.067,.,.,.,40,8.5,.,.,.
2016,"Ashtabula, OH",.,.,.,.,0.08,0.072,7,3,0,.,.,.,.,.
2016,"Athens, OH",.,.,.,.,.,.,.,.,.,11,6.2,.,.,.
2016,"Athens, TN",.,.,.,.,.,.,.,.,.,28,8.9,.,.,.
2016,"Athens-Clarke County, GA",.,.,.,.,0.08,0.069,.,.,.,15,8.3,.,.,.
2016,"Atlanta-Sandy Springs-Roswell, GA",2.7,2.2,54,20,0.1,0.078,6,3,1,24,10.8,43,17,.
2016,"Atlantic City-Hammonton, NJ",.,.,.,.,0.08,0.063,5,1,0,15,7.2,.,.,.
2016,"Augusta-Richmond County, GA-SC",.,.,.,.,0.08,0.065,58,10,2,30,9.6,35,15,.
2016,"Augusta-Waterville, ME",.,.,.,.,0.07,0.059,.,.,.,19,5.6,28,11,.
2016,"Austin-Round Rock, TX",.,0.6,47,14,0.08,0.064,4,1,0,.,.,72,23,.
2016,"Bakersfield, CA",1.8,0.9,50,12,0.11,0.088,.,.,.,55,16,98,47,.
2016,"Baltimore-Columbia-Towson, MD",2,1.5,55,17,0.1,0.079,13,3,1,22,9.7,32,16,.
2016,"Bangor, ME",.,.,.,.,0.07,0.057,.,.,.,14,6,45,13,.
2016,"Baraboo, WI",.,.,.,.,0.07,0.066,.,.,.,27,6.9,26,9,.
2016,"Barnstable Town, MA",.,.,.,.,0.08,0.065,.,.,.,.,.,.,.,.
2016,"Bartlesville, OK",.,.,.,.,0.08,0.063,.,.,.,.,.,.,.,.
2016,"Baton Rouge, LA",2.1,1.1,45,11,0.09,0.071,22,6,2,26,11.4,69,25,0
2016,"Bay City, MI",.,.,.,.,.,.,.,.,.,20,6.8,.,.,.
2016,"Beaumont-Port Arthur, TX",0.6,0.4,31,5,0.09,0.069,73,13,1,.,.,.,.,.
2016,"Beaver Dam, WI",0.7,0.4,.,.,0.07,0.068,2,1,0,19,7.2,23,10,.
2016,"Bellefontaine, OH",.,.,.,.,.,.,.,.,.,.,.,.,.,0
2016,"Bellingham, WA",.,.,.,.,0.06,0.045,.,.,.,.,.,.,.,.
2016,"Bemidji, MN",.,.,.,.,.,.,.,.,.,15,4.9,.,.,.
2016,"Bennington, VT",.,.,.,.,0.08,0.067,.,.,.,12,5,.,.,.
2016,"Berlin, NH-VT",.,.,.,.,0.07,0.066,.,.,.,.,.,.,.,.
2016,"Billings, MT",.,.,.,.,.,.,18,5,1,.,.,.,.,.
2016,"Birmingham-Hoover, AL",2.6,1.5,53,14,0.09,0.073,11,3,2,22,10.8,66,24,.
2016,"Bishop, CA",0.2,0.2,.,.,0.09,0.072,.,.,0,25,6.6,326,23,.
2016,"Bismarck, ND",.,0.4,15,5,0.06,0.054,11,3,1,18,4.8,49,12,.
2016,"Blacksburg-Christiansburg-Radford, VA",.,.,.,.,0.07,0.062,.,.,.,.,.,.,.,.
2016,"Bloomington, IL",.,.,.,.,0.07,0.065,.,.,.,.,.,.,.,.
2016,"Bloomington, IN",.,.,.,.,0.08,0.069,.,.,.,20,7.8,.,.,.
2016,"Boise City, ID",6,2.5,41,10,0.09,0.072,4,2,1,21,8.4,72,21,.
2016,"Boston-Cambridge-Newton, MA-NH",2.4,1.2,49,15,0.09,0.07,13,5,1,17,7.7,30,14,.
2016,"Boulder, CO",.,.,.,.,.,.,.,.,.,26,6.9,44,22,.
2016,"Bowling Green, KY",.,0.3,.,.,0.08,0.065,.,.,.,17,8.3,.,.,.
